relative_path;image_name;label
./data/augmented_fronts;15711$$1c05f633905a88b9$$Gold.jpg;Gold
./data/augmented_fronts;16685$$a8511a3a263fdc36$$Gold.jpg;Gold
./data/augmented_fronts;17005$$34cb2f9df424e654$$Gold.jpg;Gold
./data/augmented_fronts;17084$$76d6731b33fb24ff$$Gold.jpg;Gold
./data/augmented_fronts;18113$$e12161329c9e09d6$$Gold.jpg;Gold
./data/augmented_fronts;18888$$65a395bcbd0631d1$$Gold.jpg;Gold
./data/augmented_fronts;19668$$2d1b7af683099c44$$Gold.jpg;Gold
./data/augmented_fronts;20448$$ca2359c26fa0a6ed$$Gold.jpg;Gold
./data/augmented_fronts;20670$$0655bf7f3d2dd539$$Gold.jpg;Gold
./data/augmented_fronts;21519$$badd49c47bbb2350$$Gold.jpg;Gold
./data/augmented_fronts;21598$$cf71344b2e817edc$$Gold.jpg;Gold
./data/augmented_fronts;21601$$d62c998d18f2330d$$Gold.jpg;Gold
./data/augmented_fronts;21833$$6b59040f2b6f37ec$$Gold.jpg;Gold
./data/augmented_fronts;22123$$6a85a3f5c03866e9$$Gold.jpg;Gold
./data/augmented_fronts;22313$$4e411fee9b46d69d$$Gold.jpg;Gold
./data/augmented_fronts;22317$$9a7c7535db7be20a$$Gold.jpg;Gold
./data/augmented_fronts;22373$$ee7703b4b6ae63fe$$Gold.jpg;Gold
./data/augmented_fronts;22380$$a0c888dddf9daef5$$Gold.jpg;Gold
./data/augmented_fronts;22387$$3cb097538ccbaea7$$Gold.jpg;Gold
./data/augmented_fronts;22397$$da70f4ff4dfe2ad3$$Gold.jpg;Gold
./data/augmented_fronts;22478$$292157175e34b500$$Gold.jpg;Gold
./data/augmented_fronts;22609$$111e2ff8b7de460d$$Gold.jpg;Gold
./data/augmented_fronts;23260$$6a320bb3aa107b35$$Gold.jpg;Gold
./data/augmented_fronts;23367$$91abecd6cad74032$$Gold.jpg;Gold
./data/augmented_fronts;23396$$c6a3a5af2f94dba3$$Gold.jpg;Gold
./data/augmented_fronts;23423$$3ea05a14fb3b27dc$$Gold.jpg;Gold
./data/augmented_fronts;23482$$0e77094181302aa8$$Gold.jpg;Gold
./data/augmented_fronts;23871$$875bb6d5f4b89382$$Gold.jpg;Gold
./data/augmented_fronts;24727$$eef8372ac5278b8d$$Gold.jpg;Gold
./data/augmented_fronts;27875$$fe84e338aba32e12$$Gold.jpg;Gold
./data/augmented_fronts;28038$$4a4a407425ed3714$$Gold.jpg;Gold
./data/augmented_fronts;28063$$a7bd07b9f51a6610$$Gold.jpg;Gold
./data/augmented_fronts;28090$$c26432a3d8b0892d$$Gold.jpg;Gold
./data/augmented_fronts;28256$$2118c079c3a9d046$$Gold.jpg;Gold
./data/augmented_fronts;28313$$8b3523642a718e29$$Gold.jpg;Gold
./data/augmented_fronts;28395$$b25cd67cd9356415$$Gold.jpg;Gold
./data/augmented_fronts;28449$$55fec93fed5c5fcf$$Gold.jpg;Gold
./data/augmented_fronts;28463$$723c97da8e34b6c4$$Gold.jpg;Gold
./data/augmented_fronts;28495$$b5a5a6258a95e5cb$$Gold.jpg;Gold
./data/augmented_fronts;29343$$a6bc6841e794dfaf$$Gold.jpg;Gold
./data/augmented_fronts;30387$$260778c4d3893be0$$Gold.jpg;Gold
./data/augmented_fronts;30921$$f1171621faad5eb5$$Gold.jpg;Gold
./data/augmented_fronts;31329$$b42c40684bb87a68$$Gold.jpg;Gold
./data/augmented_fronts;31840$$be50014ff6720688$$Gold.jpg;Gold
./data/augmented_fronts;32936$$c6e5c0cef9fe54a5$$Gold.jpg;Gold
./data/augmented_fronts;33053$$465158891170ce54$$Gold.jpg;Gold
./data/augmented_fronts;35113$$f60a0bb257780cf8$$Gold.jpg;Gold
./data/augmented_fronts;35150$$e96c5efe9f38f0e9$$Gold.jpg;Gold
./data/augmented_fronts;35171$$e636827efd0bca90$$Gold.jpg;Gold
./data/augmented_fronts;35176$$ec352534d126533d$$Gold.jpg;Gold
./data/augmented_fronts;35256$$fb00f47eb0ff17ab$$Gold.jpg;Gold
./data/augmented_fronts;35257$$8370fe3940086204$$Gold.jpg;Gold
./data/augmented_fronts;35271$$08885c5730436e97$$Gold.jpg;Gold
./data/augmented_fronts;35286$$ae89e893ca810ca7$$Gold.jpg;Gold
./data/augmented_fronts;35301$$f74a4d62317f288f$$Gold.jpg;Gold
./data/augmented_fronts;35330$$907ef73966a6e62a$$Gold.jpg;Gold
./data/augmented_fronts;35334$$d2a50280d4cc70eb$$Gold.jpg;Gold
./data/augmented_fronts;35371$$9de4dd762f46e166$$Gold.jpg;Gold
./data/augmented_fronts;35390$$b879309907cd97b6$$Gold.jpg;Gold
./data/augmented_fronts;35450$$b56524128d49d426$$Gold.jpg;Gold
./data/augmented_fronts;35457$$4250f4196e6bd3ef$$Gold.jpg;Gold
./data/augmented_fronts;35458$$bc52f0f03f99ca2b$$Gold.jpg;Gold
./data/augmented_fronts;35472$$e7b1eb124a03d34c$$Gold.jpg;Gold
./data/augmented_fronts;35475$$5506aa7f446f75a0$$Gold.jpg;Gold
./data/augmented_fronts;35477$$02d95045cc130799$$Gold.jpg;Gold
./data/augmented_fronts;35514$$fe38f3598f9aa4f2$$Gold.jpg;Gold
./data/augmented_fronts;35544$$f4d41d2eff2e2079$$Gold.jpg;Gold
./data/augmented_fronts;35559$$469fa511dc360e37$$Gold.jpg;Gold
./data/augmented_fronts;35579$$0e6f474247376718$$Gold.jpg;Gold
./data/augmented_fronts;35652$$5472790cbeb5a730$$Gold.jpg;Gold
./data/augmented_fronts;35665$$19749f9af4c2eb7e$$Gold.jpg;Gold
./data/augmented_fronts;35676$$6cc4c268740f7666$$Gold.jpg;Gold
./data/augmented_fronts;35686$$84e7bd22508c2912$$Gold.jpg;Gold
./data/augmented_fronts;35705$$ef27b2aabb430e25$$Gold.jpg;Gold
./data/augmented_fronts;35706$$bace756c10e1ec62$$Gold.jpg;Gold
./data/augmented_fronts;35784$$5ede7f38409d4fd1$$Gold.jpg;Gold
./data/augmented_fronts;35828$$4ba2f1420c92d399$$Gold.jpg;Gold
./data/augmented_fronts;35865$$bcca9f5b0f355676$$Gold.jpg;Gold
./data/augmented_fronts;35997$$1405039d0a988961$$Gold.jpg;Gold
./data/augmented_fronts;36141$$f93973164cbd1613$$Gold.jpg;Gold
./data/augmented_fronts;36219$$054ea43f8a10deed$$Gold.jpg;Gold
./data/augmented_fronts;36326$$60dd6e06644a8d32$$Gold.jpg;Gold
./data/augmented_fronts;36328$$2fb4eab2edbedb05$$Gold.jpg;Gold
./data/augmented_fronts;38565$$0dee8fcddb64a8bd$$Gold.jpg;Gold
./data/augmented_fronts;38724$$b26e502c8d83d959$$Gold.jpg;Gold
./data/augmented_fronts;39187$$4c1ad888de7394cc$$Gold.jpg;Gold
./data/augmented_fronts;39492$$d181d216f6c8c4d9$$Gold.jpg;Gold
./data/augmented_fronts;39495$$535dfc2bbb5e3e96$$Gold.jpg;Gold
./data/augmented_fronts;39515$$65cd69a2bfeca3a2$$Gold.jpg;Gold
./data/augmented_fronts;39533$$4941f23ee00f20e2$$Gold.jpg;Gold
./data/augmented_fronts;39535$$8166c527d44373ce$$Gold.jpg;Gold
./data/augmented_fronts;39540$$3b53049dc7ab7836$$Gold.jpg;Gold
./data/augmented_fronts;39573$$f4a93c72399121c0$$Gold.jpg;Gold
./data/augmented_fronts;39579$$9d58159d0a7fc8b3$$Gold.jpg;Gold
./data/augmented_fronts;39855$$3d38cdbf53899f9d$$Gold.jpg;Gold
./data/augmented_fronts;39862$$5aecec0feb431bd9$$Gold.jpg;Gold
./data/augmented_fronts;39983$$06f5f38d44593994$$Gold.jpg;Gold
./data/augmented_fronts;40127$$a8e9fba0bfbe14ac$$Gold.jpg;Gold
./data/augmented_fronts;40165$$5835cb48294925bb$$Gold.jpg;Gold
./data/augmented_fronts;40427$$5de58d7f62477330$$Gold.jpg;Gold
./data/augmented_fronts;40488$$654482e4eb6192be$$Gold.jpg;Gold
./data/augmented_fronts;40534$$f83778a0ec4d97d1$$Gold.jpg;Gold
./data/augmented_fronts;40590$$14b6d933a257372c$$Gold.jpg;Gold
./data/augmented_fronts;40619$$9cc04aebfffc6d34$$Gold.jpg;Gold
./data/augmented_fronts;40624$$46525671b4180649$$Gold.jpg;Gold
./data/augmented_fronts;40719$$a09cc46863cb9867$$Gold.jpg;Gold
./data/augmented_fronts;40763$$d49854f74092fc7a$$Gold.jpg;Gold
./data/augmented_fronts;40813$$9c705f11412b18a3$$Gold.jpg;Gold
./data/augmented_fronts;40887$$cefdf7825279605b$$Gold.jpg;Gold
./data/augmented_fronts;51895$$3776b2690dac3c3b$$Gold.jpg;Gold
./data/augmented_fronts;51949$$81dfdd62228f49e4$$Gold.jpg;Gold
./data/augmented_fronts;52486$$0731864b7b703ae2$$Gold.jpg;Gold
./data/augmented_fronts;52955$$7ad81a698ff6f52b$$Gold.jpg;Gold
./data/augmented_fronts;53489$$3a75a735dddb6664$$Gold.jpg;Gold
./data/augmented_fronts;54498$$8c088bb2dfc6a8f1$$Gold.jpg;Gold
./data/augmented_fronts;54540$$dbc0e09595cec7d0$$Gold.jpg;Gold
./data/augmented_fronts;54651$$fe2e7fe5c3ff4b35$$Gold.jpg;Gold
./data/augmented_fronts;54660$$65d07970a91eb00f$$Gold.jpg;Gold
./data/augmented_fronts;55157$$5d8e20e7662c27df$$Gold.jpg;Gold
./data/augmented_fronts;55787$$6357e1a5fc625b13$$Gold.jpg;Gold
./data/augmented_fronts;58509$$ba7adc47fd483dfd$$Gold.jpg;Gold
./data/augmented_fronts;60210$$0c63eded4a92a201$$Gold.jpg;Gold
./data/augmented_fronts;60215$$038bcd3d97231f59$$Gold.jpg;Gold
./data/augmented_fronts;60305$$403a42128ff9c84a$$Gold.jpg;Gold
./data/augmented_fronts;60308$$3ffa5d7782314363$$Gold.jpg;Gold
./data/augmented_fronts;69$$22ccb9ef9de74e15$$Gold.jpg;Gold
./data/augmented_fronts;72$$aa6ce0653a220d84$$Gold.jpg;Gold
./data/augmented_fronts;79$$e41fb73c87577e52$$Gold.jpg;Gold
./data/augmented_fronts;80$$c78d0ddc69812eb8$$Gold.jpg;Gold
./data/augmented_fronts;81$$14c39d0641788c0b$$Gold.jpg;Gold
./data/augmented_fronts;83$$a68d801c81a81945$$Gold.jpg;Gold
./data/augmented_fronts;100$$b2eebaa1dcb4ce83$$Gold.jpg;Gold
./data/augmented_fronts;109$$6df9ed414dc3fefd$$Gold.jpg;Gold
./data/augmented_fronts;111$$f964b15f6d46b87d$$Gold.jpg;Gold
./data/augmented_fronts;115$$432aa48b1f32e406$$Gold.jpg;Gold
./data/augmented_fronts;135$$c7d19911e0d3902d$$Gold.jpg;Gold
./data/augmented_fronts;136$$c0a5858c1d8a2c2e$$Gold.jpg;Gold
./data/augmented_fronts;158$$f7932de375b7e3ee$$Gold.jpg;Gold
./data/augmented_fronts;166$$8818be8217b07810$$Gold.jpg;Gold
./data/augmented_fronts;173$$ec0d91490769ed0b$$Gold.jpg;Gold
./data/augmented_fronts;175$$348f7b826b7cb0e0$$Gold.jpg;Gold
./data/augmented_fronts;184$$e293bf832785c62b$$Gold.jpg;Gold
./data/augmented_fronts;198$$8f263f2e3fc80368$$Gold.jpg;Gold
./data/augmented_fronts;206$$4a6edb27340abe82$$Gold.jpg;Gold
./data/augmented_fronts;211$$246d0f49b4ed4a05$$Gold.jpg;Gold
./data/augmented_fronts;213$$c7b59e9ca9a8c2e2$$Gold.jpg;Gold
./data/augmented_fronts;216$$2f40e8e90558dc09$$Gold.jpg;Gold
./data/augmented_fronts;218$$a47a95f8142a4269$$Gold.jpg;Gold
./data/augmented_fronts;223$$75a3d36abb77314f$$Gold.jpg;Gold
./data/augmented_fronts;250$$77c1425ad3477895$$Gold.jpg;Gold
./data/augmented_fronts;261$$2aefecb9302a59ac$$Gold.jpg;Gold
./data/augmented_fronts;265$$9bc9096c356f2167$$Gold.jpg;Gold
./data/augmented_fronts;287$$f3d4fcea16291be5$$Gold.jpg;Gold
./data/augmented_fronts;297$$4bae5ad35ce14061$$Gold.jpg;Gold
./data/augmented_fronts;298$$2d35df5bf5521879$$Gold.jpg;Gold
./data/augmented_fronts;364$$db8def89fad3ca03$$Gold.jpg;Gold
./data/augmented_fronts;380$$2cf184a0668ebe2e$$Gold.jpg;Gold
./data/augmented_fronts;411$$22714bba3468d73a$$Gold.jpg;Gold
./data/augmented_fronts;416$$d3255ae1405c9812$$Gold.jpg;Gold
./data/augmented_fronts;434$$427b603b5d1a628e$$Gold.jpg;Gold
./data/augmented_fronts;437$$6d0f3120263faf89$$Gold.jpg;Gold
./data/augmented_fronts;447$$ab51594c438bad3f$$Gold.jpg;Gold
./data/augmented_fronts;451$$7891a3a343b1133d$$Gold.jpg;Gold
./data/augmented_fronts;488$$d880870985f12e15$$Gold.jpg;Gold
./data/augmented_fronts;493$$81cc389014a46574$$Gold.jpg;Gold
./data/augmented_fronts;495$$778ecd28846fe82c$$Gold.jpg;Gold
./data/augmented_fronts;520$$0f00c644caa040f3$$Gold.jpg;Gold
./data/augmented_fronts;543$$7ee270048e576566$$Gold.jpg;Gold
./data/augmented_fronts;547$$60e643a449f076a2$$Gold.jpg;Gold
./data/augmented_fronts;563$$b18656e3e865d9c9$$Gold.jpg;Gold
./data/augmented_fronts;566$$f7b535373d9b950a$$Gold.jpg;Gold
./data/augmented_fronts;577$$8c9a2ded12009091$$Gold.jpg;Gold
./data/augmented_fronts;580$$af616ea2bae28796$$Gold.jpg;Gold
./data/augmented_fronts;626$$c2e4a2ea5985a902$$Gold.jpg;Gold
./data/augmented_fronts;650$$360515963581e77d$$Gold.jpg;Gold
./data/augmented_fronts;682$$f4053e6d75560e02$$Gold.jpg;Gold
./data/augmented_fronts;689$$0d8b6fce8b1c4a16$$Gold.jpg;Gold
./data/augmented_fronts;693$$6b3e76d6146d3927$$Gold.jpg;Gold
./data/augmented_fronts;694$$f323f3d07f36c7de$$Gold.jpg;Gold
./data/augmented_fronts;713$$c112ba49d77a7411$$Gold.jpg;Gold
./data/augmented_fronts;750$$215f95ba9f094fb3$$Gold.jpg;Gold
./data/augmented_fronts;798$$8c970bbe457d325e$$Gold.jpg;Gold
./data/augmented_fronts;809$$cabc12d7e63c6eb9$$Gold.jpg;Gold
./data/augmented_fronts;822$$ffc32012a56f5847$$Gold.jpg;Gold
./data/augmented_fronts;841$$366780b69ba283a8$$Gold.jpg;Gold
./data/augmented_fronts;861$$2637d50e37bcd4eb$$Gold.jpg;Gold
./data/augmented_fronts;909$$daef4f108911bffe$$Gold.jpg;Gold
./data/augmented_fronts;967$$ff14649fadde20d5$$Gold.jpg;Gold
./data/augmented_fronts;979$$a2c55ca6d952ce6d$$Gold.jpg;Gold
./data/augmented_fronts;1010$$de89f0ec7dfea5e8$$Gold.jpg;Gold
./data/augmented_fronts;1020$$59197ddf51ebc1d9$$Gold.jpg;Gold
./data/augmented_fronts;1045$$41f375498f53f4ca$$Gold.jpg;Gold
./data/augmented_fronts;1068$$7041c6aed5387ddd$$Gold.jpg;Gold
./data/augmented_fronts;1091$$f15dff5d28b03108$$Gold.jpg;Gold
./data/augmented_fronts;1145$$873698e1d23b85dc$$Gold.jpg;Gold
./data/augmented_fronts;1147$$cb19313cc22a800e$$Gold.jpg;Gold
./data/augmented_fronts;1200$$7dac3a8d3fa8d3a9$$Gold.jpg;Gold
./data/augmented_fronts;1211$$25d6eec3e3763705$$Gold.jpg;Gold
./data/augmented_fronts;1287$$0b23a77eb848e31b$$Gold.jpg;Gold
./data/augmented_fronts;1443$$2de4b1ba6d9042a5$$Gold.jpg;Gold
./data/augmented_fronts;1514$$6ac003776329405a$$Gold.jpg;Gold
./data/augmented_fronts;1565$$4f2c7d194a4cca3c$$Gold.jpg;Gold
./data/augmented_fronts;1597$$c97c42968c5694d3$$Gold.jpg;Gold
./data/augmented_fronts;1616$$fdc32c78affe2d76$$Gold.jpg;Gold
./data/augmented_fronts;1639$$0ef7670f40a6247e$$Gold.jpg;Gold
./data/augmented_fronts;2689$$a349977f1c19c30f$$Gold.jpg;Gold
./data/augmented_fronts;4485$$bfdee43751d04bf0$$Gold.jpg;Gold
./data/augmented_fronts;6606$$307e2b7aa851c263$$Gold.jpg;Gold
./data/augmented_fronts;9179$$5fe16dabf9817511$$Gold.jpg;Gold
./data/augmented_fronts;10273$$8c080b866e0cb393$$Gold.jpg;Gold
./data/augmented_fronts;10274$$154f1030246de351$$Gold.jpg;Gold
./data/augmented_fronts;11737$$b8b89f3f725022f1$$Gold.jpg;Gold
./data/augmented_fronts;15393$$948d5a9d178de63f$$Gold.jpg;Gold
./data/augmented_fronts;15466$$7830074b7fb3b945$$Gold.jpg;Gold
./data/augmented_fronts;15472$$49da318efd4574dd$$Gold.jpg;Gold
./data/augmented_fronts;15632$$9c2a4cdba4d46a42$$Gold.jpg;Gold
./data/augmented_fronts;15656$$161657b23e9fb110$$Gold.jpg;Gold
./data/augmented_fronts;15711$$485c98e65448c1dc$$Gold.jpg;Gold
./data/augmented_fronts;16685$$4ee226b6ddc6a866$$Gold.jpg;Gold
./data/augmented_fronts;17005$$361a2bc2c61b57d2$$Gold.jpg;Gold
./data/augmented_fronts;17084$$342356382da421e0$$Gold.jpg;Gold
./data/augmented_fronts;18113$$14bbac74e64b03a8$$Gold.jpg;Gold
./data/augmented_fronts;18888$$684cf1b7d46fc761$$Gold.jpg;Gold
./data/augmented_fronts;19668$$351b56cda909f7fa$$Gold.jpg;Gold
./data/augmented_fronts;20448$$52412a11f6486f57$$Gold.jpg;Gold
./data/augmented_fronts;20670$$26aa5e016b888403$$Gold.jpg;Gold
./data/augmented_fronts;21519$$e358a37363d68f80$$Gold.jpg;Gold
./data/augmented_fronts;21598$$1b90417c8c9430be$$Gold.jpg;Gold
./data/augmented_fronts;21601$$de686b77d392f26b$$Gold.jpg;Gold
./data/augmented_fronts;21833$$601b13cc48702e55$$Gold.jpg;Gold
./data/augmented_fronts;22123$$eb93fd06a134abaa$$Gold.jpg;Gold
./data/augmented_fronts;22313$$0609eec0872c6e2a$$Gold.jpg;Gold
./data/augmented_fronts;22317$$5ff33990d51cd38b$$Gold.jpg;Gold
./data/augmented_fronts;22373$$258930fd709db462$$Gold.jpg;Gold
./data/augmented_fronts;22380$$d07f46e2e55ac037$$Gold.jpg;Gold
./data/augmented_fronts;22387$$37d67cd9ba0b62f7$$Gold.jpg;Gold
./data/augmented_fronts;22397$$4075ec161b1d765f$$Gold.jpg;Gold
./data/augmented_fronts;22478$$ad66b88c09ac8e0a$$Gold.jpg;Gold
./data/augmented_fronts;22609$$08d381a7603d8ea2$$Gold.jpg;Gold
./data/augmented_fronts;23260$$5a95a89a59509b70$$Gold.jpg;Gold
./data/augmented_fronts;23367$$bd6843f59735ac72$$Gold.jpg;Gold
./data/augmented_fronts;23396$$2d640061eaa3b025$$Gold.jpg;Gold
./data/augmented_fronts;23423$$778358c647f760c1$$Gold.jpg;Gold
./data/augmented_fronts;23482$$99384216c6993890$$Gold.jpg;Gold
./data/augmented_fronts;23871$$280a9a9a7528cc65$$Gold.jpg;Gold
./data/augmented_fronts;24727$$b3d3a7d428bb1391$$Gold.jpg;Gold
./data/augmented_fronts;27875$$c390a7c4beb87166$$Gold.jpg;Gold
./data/augmented_fronts;28038$$021fabaa80b50e41$$Gold.jpg;Gold
./data/augmented_fronts;28063$$017888c22f22c469$$Gold.jpg;Gold
./data/augmented_fronts;28090$$91876c0f9b626a58$$Gold.jpg;Gold
./data/augmented_fronts;28256$$cedc06dad77ff3a1$$Gold.jpg;Gold
./data/augmented_fronts;28313$$c7916497c54b618f$$Gold.jpg;Gold
./data/augmented_fronts;28395$$d510f3576fd599fa$$Gold.jpg;Gold
./data/augmented_fronts;28449$$b816bc492aa225f9$$Gold.jpg;Gold
./data/augmented_fronts;28463$$0645c30b7ad72b41$$Gold.jpg;Gold
./data/augmented_fronts;28495$$bb5e3fb3466fdbc7$$Gold.jpg;Gold
./data/augmented_fronts;29343$$7456af47f6ab48d0$$Gold.jpg;Gold
./data/augmented_fronts;30387$$4f8eaa79723b23bd$$Gold.jpg;Gold
./data/augmented_fronts;30921$$4d747f49c0fc3521$$Gold.jpg;Gold
./data/augmented_fronts;31329$$b6e38fc73203e39e$$Gold.jpg;Gold
./data/augmented_fronts;31840$$8b2f8466c30a2152$$Gold.jpg;Gold
./data/augmented_fronts;32936$$f85f758b30ee3649$$Gold.jpg;Gold
./data/augmented_fronts;33053$$193e8b0433eafefc$$Gold.jpg;Gold
./data/augmented_fronts;35113$$8544782a868f5a49$$Gold.jpg;Gold
